,userId,movieId,rating
583,16,47,3.5
584,17,47,4.0
585,18,47,4.5
586,19,47,3.0
587,26,47,4.0
588,28,47,3.0
589,39,47,3.0
590,41,47,3.5
591,42,47,4.0
592,43,47,4.0
593,47,47,3.0
594,54,47,3.0
595,56,47,5.0
596,58,47,5.0
597,62,47,4.5
598,63,47,4.0
599,64,47,4.5
600,66,47,5.0
601,68,47,4.0
602,72,47,4.5
603,75,47,2.0
604,76,47,3.5
605,81,47,3.0
606,82,47,3.5
607,91,47,4.5
608,94,47,2.0
609,102,47,5.0
610,104,47,0.5
611,105,47,5.0
612,109,47,3.0
613,110,47,4.5
614,112,47,5.0
615,116,47,3.5
616,117,47,4.0
617,121,47,3.0
618,122,47,4.5
619,123,47,4.5
620,126,47,5.0
621,129,47,3.5
622,131,47,4.0
623,132,47,4.0
624,133,47,4.0
625,134,47,4.0
626,135,47,5.0
627,136,47,5.0
628,140,47,4.0
629,141,47,3.0
630,142,47,4.0
631,144,47,4.5
632,152,47,5.0
633,156,47,3.5
634,160,47,5.0
635,166,47,4.0
636,171,47,5.0
637,176,47,5.0
638,177,47,4.5
639,178,47,4.5
640,179,47,4.0
641,181,47,3.0
642,182,47,4.0
643,187,47,4.0
644,191,47,4.0
645,192,47,3.0
646,198,47,5.0
647,199,47,3.0
648,200,47,4.0
649,204,47,5.0
650,217,47,2.0
651,219,47,3.5
652,220,47,3.0
653,222,47,4.0
654,223,47,3.0
655,226,47,5.0
656,227,47,5.0
657,230,47,3.0
658,232,47,4.5
659,233,47,3.5
660,239,47,5.0
661,241,47,4.0
662,242,47,5.0
663,247,47,4.0
664,249,47,5.0
665,251,47,5.0
666,254,47,4.5
667,260,47,4.5
668,261,47,4.0
669,268,47,3.0
670,274,47,4.0
671,284,47,3.0
672,286,47,5.0
673,288,47,3.5
674,294,47,2.0
675,297,47,4.0
676,298,47,4.0
677,301,47,4.5
678,302,47,5.0
679,305,47,4.0
680,307,47,4.0
681,313,47,5.0
682,314,47,1.0
683,317,47,5.0
684,318,47,4.0
685,322,47,4.0
686,326,47,4.0
687,328,47,4.5
688,330,47,3.0
689,332,47,4.0
690,334,47,2.0
691,336,47,4.5
692,337,47,5.0
693,339,47,4.5
694,346,47,3.5
695,347,47,3.0
696,351,47,4.5
697,352,47,5.0
698,353,47,5.0
699,354,47,4.0
700,362,47,4.5
701,368,47,4.0
702,369,47,3.5
703,370,47,3.5
704,372,47,5.0
705,373,47,5.0
706,379,47,3.0
707,380,47,5.0
708,381,47,2.0
709,386,47,3.0
710,387,47,4.5
711,391,47,3.0
712,400,47,5.0
713,402,47,3.0
714,403,47,5.0
715,404,47,3.0
716,411,47,4.0
717,412,47,3.0
718,414,47,4.0
719,415,47,4.0
720,417,47,5.0
721,419,47,4.0
722,424,47,5.0
723,425,47,4.5
724,426,47,0.5
725,432,47,4.0
726,433,47,3.0
727,434,47,4.0
728,437,47,4.0
729,441,47,4.5
730,444,47,4.0
731,445,47,4.5
732,446,47,4.0
733,448,47,4.0
734,452,47,5.0
735,453,47,5.0
736,462,47,4.0
737,464,47,5.0
738,468,47,5.0
739,469,47,4.0
740,470,47,3.0
741,474,47,4.0
742,477,47,4.0
743,480,47,4.5
744,483,47,3.5
745,484,47,4.0
746,486,47,3.0
747,489,47,3.0
748,498,47,3.0
749,505,47,5.0
750,507,47,3.0
751,512,47,5.0
752,514,47,4.0
753,517,47,2.0
754,524,47,5.0
755,525,47,3.5
756,534,47,4.0
757,540,47,4.5
758,541,47,1.0
759,542,47,5.0
760,551,47,4.5
761,560,47,4.0
762,561,47,4.5
763,565,47,4.0
764,570,47,3.5
765,573,47,5.0
766,574,47,5.0
767,580,47,5.0
768,584,47,5.0
769,588,47,3.0
770,590,47,3.0
771,597,47,4.0
772,599,47,4.0
773,600,47,4.0
774,601,47,4.0
775,602,47,5.0
776,606,47,3.0
777,608,47,4.5
778,610,47,5.0
779,1,50,5.0
780,5,50,4.0
781,6,50,1.0
782,7,50,4.5
783,8,50,5.0
784,16,50,4.0
785,17,50,4.5
786,18,50,5.0
787,23,50,4.0
788,24,50,4.0
789,28,50,3.5
790,29,50,3.5
791,32,50,5.0
792,33,50,5.0
793,35,50,5.0
794,38,50,5.0
795,39,50,5.0
796,41,50,3.0
797,42,50,5.0
798,45,50,5.0
799,46,50,5.0
800,54,50,3.0
801,57,50,5.0
802,58,50,5.0
803,60,50,3.0
804,61,50,4.5
805,63,50,5.0
806,64,50,3.0
807,66,50,4.0
808,68,50,3.0
809,69,50,5.0
810,72,50,4.5
811,80,50,4.5
812,84,50,4.0
813,88,50,5.0
814,91,50,4.5
815,96,50,5.0
816,103,50,4.0
817,105,50,5.0
818,109,50,4.0
819,112,50,5.0
820,117,50,4.0
821,122,50,5.0
822,124,50,4.5
823,131,50,4.0
824,132,50,4.0
825,133,50,3.0
826,140,50,3.0
827,142,50,5.0
828,145,50,5.0
829,152,50,4.5
830,156,50,4.0
831,160,50,4.0
832,162,50,4.0
833,166,50,5.0
834,174,50,3.0
835,177,50,4.0
836,178,50,4.5
837,182,50,4.5
838,187,50,4.5
839,191,50,5.0
840,195,50,5.0
841,197,50,3.0
842,198,50,5.0
843,199,50,4.0
844,202,50,4.0
845,211,50,4.0
846,215,50,5.0
847,217,50,3.0
848,219,50,5.0
849,220,50,5.0
850,221,50,4.5
851,222,50,3.0
852,228,50,4.5
853,233,50,4.0
854,237,50,2.5
855,239,50,4.5
856,241,50,4.0
857,246,50,4.5
858,247,50,5.0
859,249,50,4.0
860,254,50,4.5
861,260,50,5.0
862,261,50,4.0
863,262,50,3.0
864,266,50,4.0
865,268,50,5.0
866,274,50,4.0
867,275,50,4.0
868,278,50,5.0
869,279,50,3.5
870,280,50,4.5
871,282,50,4.5
872,287,50,3.5
873,290,50,4.0
874,294,50,3.0
875,295,50,5.0
876,296,50,5.0
877,297,50,5.0
878,298,50,3.5
879,301,50,4.5
880,305,50,5.0
881,307,50,4.5
882,308,50,2.5
883,309,50,4.5
884,313,50,5.0
885,314,50,4.0
886,317,50,5.0
887,322,50,4.0
888,323,50,4.5
889,326,50,2.0
890,327,50,4.5
891,328,50,4.0
892,329,50,2.0
893,330,50,5.0
894,331,50,5.0
895,332,50,4.0
896,335,50,5.0
897,336,50,5.0
898,337,50,3.0
899,338,50,4.5
900,343,50,4.5
901,346,50,4.0
902,348,50,5.0
903,352,50,5.0
904,354,50,4.5
905,356,50,3.5
906,357,50,5.0
907,362,50,3.5
908,363,50,4.0
909,368,50,4.0
910,370,50,4.5
911,372,50,5.0
912,373,50,5.0
913,380,50,4.0
914,381,50,4.5
915,382,50,5.0
916,385,50,3.0
917,386,50,3.0
918,387,50,4.5
919,391,50,4.0
920,394,50,5.0
921,396,50,4.0
922,400,50,5.0
923,411,50,3.0
924,414,50,5.0
925,415,50,4.5
926,418,50,4.5
927,419,50,4.0
928,424,50,5.0
929,425,50,4.5
930,432,50,3.0
931,433,50,5.0
932,435,50,4.0
933,437,50,4.0
934,444,50,5.0
935,446,50,4.0
936,448,50,4.0
937,449,50,4.5
938,453,50,5.0
939,455,50,3.0
940,462,50,3.5
941,469,50,4.0
942,470,50,3.0
943,472,50,5.0
944,474,50,4.0
945,480,50,3.5
946,482,50,4.0
947,483,50,4.5
948,495,50,4.0
949,497,50,3.0
950,501,50,3.0
951,510,50,4.0
952,512,50,5.0
953,515,50,4.5
954,522,50,4.5
955,524,50,2.0
956,525,50,4.5
957,541,50,5.0
958,553,50,4.0
959,555,50,5.0
960,560,50,4.0
961,561,50,4.5
962,562,50,4.0
963,565,50,5.0
964,566,50,5.0
965,567,50,1.0
966,568,50,5.0
967,569,50,3.0
968,573,50,5.0
969,580,50,5.0
970,587,50,5.0
971,588,50,5.0
972,590,50,4.5
973,593,50,4.5
974,595,50,5.0
975,596,50,3.5
976,597,50,5.0
977,599,50,3.5
978,601,50,5.0
979,602,50,5.0
980,606,50,4.5
981,608,50,4.5
982,610,50,4.0
983,182,97,4.5
984,187,97,3.0
985,317,97,3.0
986,318,97,4.5
987,326,97,3.5
988,387,97,4.5
989,444,97,5.0
990,560,97,4.0
991,599,97,3.0
992,603,97,4.0
993,1,110,4.0
994,5,110,4.0
995,6,110,5.0
996,8,110,3.0
997,11,110,5.0
998,14,110,5.0
999,17,110,4.5
1000,18,110,4.5
1001,28,110,3.5
1002,30,110,5.0
1003,33,110,5.0
1004,34,110,0.5
1005,38,110,5.0
1006,40,110,4.0
1007,42,110,4.0
1008,43,110,3.0
1009,45,110,5.0
1010,46,110,5.0
1011,49,110,4.0
1012,54,110,3.0
1013,56,110,4.0
1014,57,110,4.0
1015,58,110,5.0
1016,59,110,2.0
1017,62,110,4.5
1018,63,110,2.5
1019,64,110,4.0
1020,66,110,5.0
1021,68,110,2.5
1022,72,110,4.5
1023,81,110,3.0
1024,82,110,4.5
1025,83,110,4.0
1026,91,110,4.0
1027,93,110,5.0
1028,94,110,5.0
1029,96,110,5.0
1030,103,110,4.5
1031,104,110,1.0
1032,105,110,3.5
1033,107,110,5.0
1034,109,110,5.0
1035,110,110,3.5
1036,112,110,3.5
1037,115,110,3.0
1038,117,110,5.0
1039,121,110,4.0
1040,124,110,3.5
1041,125,110,4.5
1042,126,110,4.0
1043,128,110,5.0
1044,129,110,4.0
1045,130,110,5.0
1046,131,110,2.5
1047,133,110,3.0
1048,134,110,5.0
1049,135,110,4.0
1050,136,110,5.0
1051,137,110,4.0
1052,140,110,4.0
1053,141,110,3.5
1054,144,110,4.5
1055,159,110,3.0
1056,160,110,4.0
1057,164,110,5.0
1058,165,110,4.0
1059,167,110,3.5
1060,170,110,4.0
1061,173,110,3.0
1062,176,110,5.0
1063,178,110,4.0
1064,179,110,5.0
1065,181,110,3.0
1066,182,110,3.5
1067,183,110,5.0
1068,187,110,3.0
1069,191,110,3.0
1070,192,110,3.0
1071,196,110,3.5
1072,198,110,3.0
1073,200,110,4.5
1074,202,110,4.0
1075,203,110,5.0
1076,208,110,4.0
1077,217,110,2.0
1078,222,110,4.0
1079,223,110,3.5
1080,227,110,3.5
1081,229,110,5.0
1082,232,110,4.5
1083,233,110,3.0
1084,235,110,4.0
1085,239,110,4.5
1086,240,110,5.0
1087,244,110,5.0
1088,247,110,4.0
1089,249,110,5.0
1090,254,110,4.0
1091,263,110,4.0
1092,264,110,2.5
1093,265,110,3.0
1094,266,110,5.0
1095,267,110,4.0
1096,274,110,4.5
1097,279,110,4.0
1098,283,110,5.0
1099,284,110,5.0
1100,286,110,5.0
1101,287,110,1.5
1102,288,110,5.0
1103,292,110,2.5
1104,296,110,5.0
1105,298,110,3.0
1106,301,110,1.5
1107,302,110,4.0
1108,304,110,5.0
1109,307,110,3.5
1110,308,110,1.0
1111,312,110,4.0
1112,314,110,4.0
1113,317,110,5.0
1114,319,110,4.5
1115,322,110,3.5
1116,323,110,2.0
1117,326,110,5.0
1118,328,110,1.0
1119,330,110,3.5
1120,332,110,3.5
1121,335,110,4.0
1122,336,110,4.0
1123,337,110,5.0
1124,340,110,5.0
1125,344,110,4.5
1126,347,110,3.0
1127,353,110,3.0
1128,357,110,4.0
1129,362,110,4.0
1130,366,110,4.0
1131,368,110,4.0
1132,372,110,4.0
1133,373,110,4.0
1134,374,110,5.0
1135,376,110,3.5
1136,379,110,5.0
1137,380,110,4.0
1138,386,110,3.0
1139,387,110,3.5
1140,390,110,4.0
1141,391,110,5.0
1142,393,110,4.0
1143,394,110,5.0
1144,395,110,4.0
1145,399,110,3.0
1146,403,110,5.0
1147,404,110,4.0
1148,405,110,4.0
1149,411,110,4.0
1150,414,110,5.0
1151,419,110,4.0
1152,423,110,4.0
1153,425,110,4.0
1154,427,110,4.0
1155,428,110,2.5
1156,432,110,4.0
1157,433,110,3.0
1158,434,110,4.5
1159,437,110,4.0
1160,438,110,4.5
1161,439,110,3.5
1162,443,110,4.5
1163,444,110,4.0
1164,445,110,5.0
1165,447,110,5.0
1166,450,110,5.0
1167,452,110,5.0
1168,453,110,5.0
1169,455,110,4.0
1170,457,110,5.0
1171,458,110,5.0
1172,463,110,4.5
1173,464,110,5.0
1174,468,110,4.0
1175,469,110,5.0
1176,470,110,5.0
1177,474,110,3.0
1178,479,110,2.0
1179,480,110,5.0
1180,483,110,4.0
1181,485,110,3.0
1182,486,110,5.0
1183,489,110,4.5
1184,493,110,5.0
1185,494,110,5.0
1186,498,110,5.0
1187,507,110,3.0
1188,512,110,5.0
1189,513,110,4.0
1190,517,110,1.5
1191,522,110,4.0
1192,524,110,3.0
1193,528,110,5.0
1194,532,110,5.0
1195,536,110,5.0
1196,541,110,5.0
1197,549,110,3.0
1198,551,110,3.5
1199,555,110,5.0
1200,559,110,4.0
1201,560,110,4.0
1202,561,110,5.0
1203,562,110,4.0
1204,566,110,5.0
1205,570,110,3.5
1206,573,110,5.0
1207,574,110,5.0
1208,577,110,4.0
1209,579,110,5.0
1210,580,110,4.5
1211,584,110,5.0
1212,586,110,5.0
1213,588,110,5.0
1214,590,110,4.0
1215,592,110,5.0
1216,593,110,3.0
1217,594,110,5.0
1218,597,110,5.0
1219,599,110,3.5
1220,600,110,2.0
1221,602,110,5.0
1222,603,110,1.0
1223,604,110,3.0
1224,605,110,3.0
1225,606,110,3.5
1226,607,110,5.0
1227,608,110,4.0
1228,609,110,3.0
1229,610,110,4.5
1230,16,111,4.5
1231,17,111,4.0
1232,18,111,4.0
1233,40,111,5.0
1234,41,111,2.0
1235,46,111,4.0
1236,50,111,4.0
1237,51,111,5.0
1238,59,111,5.0
1239,63,111,3.0
1240,64,111,4.0
1241,66,111,4.5
1242,74,111,5.0
1243,76,111,3.0
1244,91,111,4.0
1245,103,111,4.5
1246,105,111,4.5
1247,107,111,4.0
1248,110,111,4.0
1249,113,111,4.0
1250,122,111,5.0
1251,131,111,4.0
1252,137,111,5.0
1253,145,111,4.0
1254,152,111,5.0
1255,156,111,4.0
1256,160,111,5.0
1257,168,111,4.5
1258,171,111,5.0
1259,182,111,4.5
1260,187,111,4.5
1261,191,111,5.0
1262,195,111,2.0
1263,199,111,3.0
1264,221,111,5.0
1265,242,111,4.0
1266,249,111,4.5
1267,251,111,4.5
1268,260,111,5.0
1269,265,111,3.0
1270,273,111,4.0
1271,274,111,3.0
1272,275,111,3.0
1273,282,111,4.0
1274,285,111,5.0
1275,288,111,3.5
1276,290,111,5.0
1277,292,111,2.0
1278,297,111,3.0
1279,298,111,3.0
1280,307,111,3.5
1281,312,111,5.0
1282,317,111,5.0
1283,325,111,5.0
1284,328,111,2.0
1285,330,111,3.5
1286,332,111,4.0
1287,339,111,4.0
1288,346,111,4.0
1289,348,111,5.0
1290,354,111,4.0
1291,357,111,3.5
1292,362,111,5.0
1293,368,111,3.0
1294,372,111,3.0
1295,373,111,5.0
1296,387,111,4.5
1297,391,111,5.0
1298,405,111,4.5
1299,409,111,5.0
1300,410,111,3.0
1301,411,111,4.0
1302,414,111,5.0
1303,415,111,4.5
1304,418,111,4.5
1305,419,111,4.0
1306,424,111,4.0
1307,434,111,5.0
1308,444,111,5.0
1309,445,111,3.0
1310,450,111,4.0
1311,454,111,3.5
1312,455,111,3.0
1313,462,111,5.0
1314,465,111,5.0
1315,468,111,3.0
1316,469,111,5.0
1317,474,111,4.0
1318,480,111,4.5
1319,489,111,3.0
1320,497,111,5.0
1321,532,111,4.0
1322,570,111,3.0
1323,572,111,4.0
1324,580,111,4.0
1325,585,111,4.5
1326,589,111,5.0
1327,590,111,4.0
1328,599,111,3.5
1329,603,111,5.0
1330,604,111,4.0
1331,606,111,3.5
1332,608,111,3.0
1333,610,111,5.0
1334,4,215,5.0
1335,41,215,2.0
1336,105,215,4.0
1337,182,215,4.0
1338,191,215,4.0
1339,198,215,5.0
1340,200,215,1.0
1341,221,215,4.5
1342,227,215,4.0
1343,241,215,5.0
1344,275,215,5.0
1345,280,215,4.5
1346,382,215,4.0
1347,385,215,3.0
1348,414,215,4.0
1349,474,215,3.5
1350,476,215,4.0
1351,490,215,4.0
1352,526,215,5.0
1353,599,215,4.5
1354,602,215,3.0
1355,603,215,5.0
1356,606,215,4.0
1357,610,215,5.0
1358,1,260,5.0
1359,4,260,5.0
1360,7,260,5.0
