,imdbId,movieId,rating,timestamp,tmdbId,userId
62,116367.0,70,,,755.0,
63,113010.0,71,,,11859.0,
64,113537.0,72,,,28387.0,
65,113828.0,73,,,48750.0,
66,115644.0,74,,,20927.0,
67,115676.0,75,,,36929.0,
68,114367.0,76,,,9102.0,
69,113973.0,77,,,124626.0,
70,112744.0,78,,,27526.0,
71,116731.0,79,,,9623.0,
72,112445.0,80,,,46785.0,
73,114660.0,81,,,400.0,
74,112379.0,82,,,880.0,
75,114039.0,83,,,146599.0,
76,112365.0,85,,,8447.0,
77,118158.0,86,,,10534.0,
78,116151.0,87,,,17414.0,
79,115697.0,88,,,13997.0,
80,113972.0,89,,,2086.0,
81,117002.0,92,,,9095.0,
82,114825.0,93,,,12158.0,
83,115639.0,94,,,9283.0,
84,115759.0,95,,,9208.0,
85,113403.0,96,,,40154.0,
86,113247.0,97,,,406.0,
87,113283.0,99,,,63076.0,
88,115907.0,100,,,11062.0,
89,115734.0,101,,,13685.0,
90,117102.0,102,,,47475.0,
91,118040.0,103,,,2045.0,
92,116483.0,104,,,9614.0,
93,112579.0,105,,,688.0,
94,110251.0,106,,,11907.0,
95,117110.0,107,,,10874.0,
96,112646.0,108,,,89333.0,
97,112573.0,110,,,197.0,
98,75314.0,111,,,103.0,
99,113326.0,112,,,33542.0,
100,115645.0,113,,,43566.0,
101,112373.0,116,,,51352.0,
102,115033.0,117,,,16934.0,
103,116606.0,118,,,10324.0,
104,114536.0,119,,,78406.0,
105,106473.0,121,,,32119.0,
106,103859.0,122,,,11066.0,
107,109424.0,123,,,11104.0,
108,116324.0,125,,,2074.0,
109,110647.0,126,,,27793.0,
110,110217.0,128,,,290157.0,
111,114131.0,129,,,110972.0,
112,113451.0,132,,,11863.0,
113,116130.0,135,,,9101.0,
114,113756.0,137,,,5757.0,
115,118055.0,140,,,9302.0,
116,115685.0,141,,,11000.0,
117,112585.0,144,,,16388.0,
118,112442.0,145,,,9737.0,
119,112342.0,146,,,30765.0,
120,112461.0,147,,,10474.0,
121,112427.0,148,,,22279.0,
122,109093.0,149,,,30157.0,
123,112384.0,150,,,568.0,
124,114287.0,151,,,11780.0,
125,112288.0,152,,,34996.0,
126,112462.0,153,,,414.0,
127,61395.0,154,,,649.0,
128,112495.0,155,,,1873.0,
129,112541.0,156,,,5894.0,
130,109370.0,157,,,1775.0,
131,112642.0,158,,,8839.0,
132,112688.0,159,,,20649.0,
133,112715.0,160,,,10329.0,
134,112740.0,161,,,8963.0,
135,109508.0,162,,,26564.0,
136,112851.0,163,,,8068.0,
137,112857.0,164,,,8512.0,
138,112864.0,165,,,1572.0,
139,112887.0,166,,,13552.0,
140,113071.0,168,,,6520.0,
141,113114.0,169,,,9073.0,
142,113243.0,170,,,10428.0,
143,113464.0,171,,,17447.0,
144,113481.0,172,,,9886.0,
145,113492.0,173,,,9482.0,
146,113500.0,174,,,19326.0,
147,113540.0,175,,,9344.0,
148,113677.0,176,,,9071.0,
149,113690.0,177,,,8973.0,
150,107447.0,178,,,15730.0,
151,113729.0,179,,,47608.0,
152,113749.0,180,,,2293.0,
153,113820.0,181,,,9070.0,
154,110604.0,183,,,48787.0,
155,110620.0,184,,,34574.0,
156,113957.0,185,,,1642.0,
157,113986.0,186,,,11472.0,
158,114095.0,187,,,36196.0,
159,114194.0,188,,,11980.0,
160,114241.0,189,,,58372.0,
161,114323.0,190,,,32646.0,
162,114345.0,191,,,10533.0,
163,114436.0,193,,,10802.0,
164,114478.0,194,,,10149.0,
165,114496.0,195,,,18402.0,
166,114508.0,196,,,9348.0,
167,114558.0,198,,,281.0,
168,58450.0,199,,,5967.0,
169,114663.0,201,,,47939.0,
170,114702.0,202,,,36834.0,
171,114682.0,203,,,9090.0,
172,114781.0,204,,,3512.0,
173,114798.0,205,,,52856.0,
174,114805.0,206,,,77350.0,
175,114887.0,207,,,9560.0,
176,114898.0,208,,,9804.0,
177,114928.0,209,,,31611.0,
178,114938.0,210,,,65796.0,
179,109340.0,211,,,49805.0,
180,112602.0,212,,,26258.0,
181,111579.0,213,,,50797.0,
182,110882.0,214,,,19155.0,
183,112471.0,215,,,76.0,
184,112508.0,216,,,11017.0,
185,112438.0,217,,,37141.0,
186,112571.0,218,,,9382.0,
187,112757.0,219,,,6715.0,
188,112643.0,220,,,18256.0,
189,112679.0,222,,,22625.0,
190,109445.0,223,,,2292.0,
191,112883.0,224,,,1909.0,
192,109635.0,225,,,8984.0,
193,109676.0,227,,,4954.0,
194,112854.0,228,,,62488.0,
195,109579.0,229,,,10531.0,
196,109642.0,230,,,11929.0,
197,109686.0,231,,,8467.0,
198,111797.0,232,,,10451.0,
199,109759.0,233,,,20156.0,
200,109758.0,234,,,18395.0,
201,109707.0,235,,,522.0,
202,113117.0,236,,,397.0,
203,113097.0,237,,,10525.0,
204,113028.0,238,,,27985.0,
205,113198.0,239,,,15789.0,
206,113303.0,240,,,27303.0,
207,113089.0,241,,,21183.0,
208,109771.0,242,,,10954.0,
209,113199.0,243,,,47867.0,
210,110057.0,246,,,14275.0,
211,110005.0,247,,,1024.0,
212,110066.0,248,,,17207.0,
213,110116.0,249,,,13701.0,
214,110006.0,250,,,14819.0,
215,113360.0,251,,,32631.0,
216,110099.0,252,,,11777.0,
217,110148.0,253,,,628.0,
218,113463.0,254,,,87729.0,
219,110189.0,255,,,18713.0,
220,110216.0,256,,,6280.0,
221,113501.0,257,,,9061.0,
222,113538.0,258,,,37108.0,
223,113552.0,259,,,6071.0,
224,76759.0,260,,,11.0,
225,110367.0,261,,,9587.0,
226,113670.0,262,,,19101.0,
227,110296.0,263,,,49980.0,
228,103994.0,265,,,18183.0,
229,110322.0,266,,,4476.0,
230,110443.0,267,,,11008.0,
231,107566.0,269,,,32325.0,
232,110391.0,270,,,43742.0,
233,113691.0,271,,,28313.0,
234,110428.0,272,,,11318.0,
235,109836.0,273,,,3036.0,
236,113755.0,274,,,40490.0,
237,110538.0,275,,,24070.0,
238,110516.0,276,,,8986.0,
239,110527.0,277,,,10510.0,
240,113808.0,278,,,17402.0,
241,113896.0,279,,,38722.0,
242,113870.0,280,,,8438.0,
243,110684.0,281,,,11593.0,
244,110638.0,282,,,1945.0,
245,113967.0,283,,,39310.0,
246,117169.0,284,,,109560.0,
247,106402.0,285,,,56428.0,
248,110671.0,287,,,131957.0,
249,110632.0,288,,,241.0,
250,110737.0,289,,,9058.0,
251,110729.0,290,,,527.0,
252,114151.0,291,,,18220.0,
253,114069.0,292,,,6950.0,
254,110413.0,293,,,101.0,
255,114113.0,294,,,63020.0,
256,114210.0,295,,,2307.0,
257,110912.0,296,,,680.0,
258,105652.0,298,,,25296.0,
259,110889.0,299,,,40156.0,
260,110932.0,300,,,11450.0,
261,114129.0,301,,,30304.0,
262,110963.0,302,,,10452.0,
263,114214.0,303,,,12106.0,
264,114296.0,304,,,161495.0,
265,110907.0,305,,,3586.0,
266,111495.0,306,,,110.0,
267,108394.0,307,,,108.0,
268,111507.0,308,,,109.0,
269,114268.0,310,,,36357.0,
270,110965.0,311,,,92769.0,
271,114571.0,312,,,28033.0,
272,111333.0,313,,,22586.0,
273,111112.0,314,,,14334.0,
274,111255.0,315,,,2636.0,
275,111282.0,316,,,2164.0,
276,111070.0,317,,,11395.0,
277,111161.0,318,,,278.0,
278,111149.0,319,,,9905.0,
279,108260.0,320,,,87078.0,
280,106966.0,321,,,12527.0,
281,114594.0,322,,,20306.0,
282,111309.0,324,,,36614.0,
283,113936.0,325,,,27993.0,
284,110081.0,326,,,31439.0,
285,114614.0,327,,,9067.0,
286,114608.0,328,,,9059.0,
287,111280.0,329,,,193.0,
288,114609.0,330,,,25066.0,
289,111454.0,331,,,46797.0,
290,114852.0,332,,,12122.0,
291,114694.0,333,,,11381.0,
292,111590.0,334,,,32636.0,
293,114788.0,335,,,36141.0,
294,114888.0,336,,,95963.0,
295,108550.0,337,,,1587.0,
296,114857.0,338,,,9271.0,
297,114924.0,339,,,2064.0,
298,111667.0,340,,,19855.0,
299,109655.0,341,,,60855.0,
300,110598.0,342,,,236.0,
301,112435.0,343,,,48287.0,
302,109040.0,344,,,3049.0,
303,109045.0,345,,,2759.0,
304,106339.0,346,,,12635.0,
305,104779.0,347,,,10497.0,
306,109348.0,348,,,11382.0,
307,109444.0,349,,,9331.0,
308,109446.0,350,,,10731.0,
309,109484.0,351,,,10464.0,
310,109504.0,352,,,34152.0,
311,109506.0,353,,,9495.0,
312,109450.0,354,,,29973.0,
313,109813.0,355,,,888.0,
314,109830.0,356,,,13.0,
315,109831.0,357,,,712.0,
316,113305.0,358,,,16295.0,
317,110091.0,359,,,48992.0,
318,110093.0,360,,,10879.0,
319,110167.0,361,,,10660.0,
320,110213.0,362,,,10714.0,
321,107472.0,363,,,41647.0,
322,110357.0,364,,,8587.0,
323,107426.0,365,,,1689.0,
324,111686.0,366,,,11596.0,
325,110475.0,367,,,854.0,
326,110478.0,368,,,9359.0,
327,110588.0,369,,,23333.0,
328,110622.0,370,,,36593.0,
329,110771.0,371,,,12280.0,
330,110950.0,372,,,2788.0,
331,105226.0,373,,,10427.0,
332,110989.0,374,,,11011.0,
333,110997.0,376,,,8987.0,
334,111257.0,377,,,1637.0,
335,111256.0,378,,,15128.0,
336,111438.0,379,,,8831.0,
337,111503.0,380,,,36955.0,
338,111693.0,381,,,10449.0,
339,111742.0,382,,,10395.0,
340,111756.0,383,,,12160.0,
341,112443.0,384,,,40480.0,
342,110455.0,385,,,52038.0,
343,111048.0,386,,,29444.0,
344,110399.0,387,,,26352.0,
345,112570.0,388,,,39953.0,
346,109454.0,389,,,41580.0,
347,59170.0,390,,,315.0,
348,110186.0,391,,,22067.0,
349,111301.0,393,,,11667.0,
350,110027.0,405,,,8011.0,
351,109785.0,406,,,171857.0,
352,113409.0,407,,,2654.0,
353,109021.0,408,,,18069.0,
354,109035.0,409,,,19092.0,
355,106220.0,410,,,2758.0,
356,106226.0,412,,,10436.0,
357,109068.0,413,,,13595.0,
358,109067.0,414,,,46094.0,
359,106292.0,415,,,9409.0,
360,109198.0,416,,,11853.0,
361,109219.0,417,,,16771.0,
362,106379.0,418,,,46924.0,
363,106400.0,419,,,11041.0,
364,109254.0,420,,,306.0,
365,109279.0,421,,,14522.0,
366,109297.0,422,,,26203.0,
367,109303.0,423,,,178.0,
368,109305.0,424,,,19819.0,
369,109306.0,425,,,57834.0,
370,106452.0,426,,,4722.0,
371,106471.0,427,,,18215.0,
372,106489.0,428,,,1607.0,
373,109361.0,429,,,26391.0,
374,106505.0,430,,,117553.0,
375,106519.0,431,,,6075.0,
376,109439.0,432,,,11310.0,
377,109443.0,433,,,18658.0,
378,106582.0,434,,,9350.0,
379,106598.0,435,,,9612.0,
380,109456.0,436,,,2124.0,
381,109480.0,437,,,26261.0,
382,109493.0,438,,,19176.0,
383,106673.0,440,,,11566.0,
384,106677.0,441,,,9571.0,
385,106697.0,442,,,9739.0,
386,106834.0,444,,,34444.0,
387,106873.0,445,,,26141.0,
388,106332.0,446,,,10997.0,
389,106881.0,448,,,10443.0,
390,106880.0,449,,,20239.0,
391,111732.0,450,,,16297.0,
392,106926.0,451,,,18551.0,
393,111712.0,452,,,25440.0,
394,106941.0,453,,,9024.0,
395,106918.0,454,,,37233.0,
396,106965.0,455,,,1634.0,
397,109842.0,456,,,13815.0,
398,106977.0,457,,,5503.0,
399,107004.0,458,,,35588.0,
400,109890.0,459,,,2087.0,
401,109891.0,460,,,41579.0,
402,109913.0,461,,,18620.0,
403,107076.0,464,,,2019.0,
404,107144.0,466,,,9255.0,
405,113674.0,467,,,26271.0,
406,112966.0,468,,,10612.0,
407,107151.0,469,,,2259.0,
408,110064.0,470,,,16097.0,
409,110074.0,471,,,11934.0,
410,110097.0,472,,,106143.0,
411,110123.0,473,,,12475.0,
412,107206.0,474,,,9386.0,
413,107207.0,475,,,7984.0,
414,110137.0,476,,,59930.0,
415,108551.0,477,,,15765.0,
416,110197.0,478,,,31643.0,
417,107286.0,479,,,6.0,
418,107290.0,480,,,329.0,
419,107302.0,481,,,10909.0,
420,110265.0,482,,,507.0,
421,110305.0,484,,,29918.0,
422,107362.0,485,,,9593.0,
423,107413.0,486,,,42580.0,
424,110353.0,487,,,22317.0,
425,107468.0,488,,,1413.0,
426,107478.0,489,,,12121.0,
427,107497.0,490,,,2246.0,
428,107501.0,491,,,10502.0,
429,107507.0,492,,,10440.0,
430,107554.0,493,,,9516.0,
431,116253.0,494,,,2320.0,
432,74102.0,495,,,5879.0,
433,111689.0,496,,,83718.0,
434,107616.0,497,,,11971.0,
435,107613.0,499,,,31911.0,
436,107614.0,500,,,788.0,
437,107653.0,501,,,21450.0,
438,110657.0,502,,,11231.0,
439,110678.0,504,,,10447.0,
440,110687.0,505,,,31586.0,
441,107756.0,506,,,9300.0,
442,107808.0,507,,,9559.0,
443,107818.0,508,,,9800.0,
444,107822.0,509,,,713.0,
445,107840.0,510,,,8291.0,
446,107889.0,511,,,18133.0,
447,111003.0,512,,,25557.0,
448,110939.0,513,,,22588.0,
449,110955.0,514,,,10872.0,
450,107943.0,515,,,1245.0,
451,110971.0,516,,,11858.0,
452,107969.0,517,,,7007.0,
453,111001.0,518,,,10467.0,
454,107978.0,519,,,5550.0,
455,107977.0,520,,,8005.0,
456,107983.0,521,,,2088.0,
457,105275.0,522,,,10412.0,
458,108000.0,523,,,47889.0,
459,108002.0,524,,,14534.0,
460,105032.0,526,,,41878.0,
461,108052.0,527,,,424.0,
462,111094.0,528,,,35233.0,
463,108065.0,529,,,14291.0,
464,108071.0,531,,,11236.0,
465,111127.0,532,,,11592.0,
466,111143.0,533,,,8850.0,
467,108101.0,534,,,10445.0,
468,108122.0,535,,,695.0,
469,111194.0,536,,,43535.0,
470,111201.0,537,,,12519.0,
471,108149.0,538,,,23210.0,
472,108160.0,539,,,858.0,
473,108162.0,540,,,867.0,
474,83658.0,541,,,78.0,
475,108186.0,542,,,13203.0,
476,108174.0,543,,,10442.0,
477,108238.0,544,,,11074.0,
478,108255.0,546,,,9607.0,
479,111323.0,547,,,17585.0,
480,111400.0,548,,,9057.0,
481,108328.0,549,,,20967.0,
482,111418.0,550,,,10635.0,
483,107688.0,551,,,9479.0,
484,108333.0,552,,,10057.0,
485,108358.0,553,,,11969.0,
486,108399.0,555,,,319.0,
487,108515.0,556,,,26408.0,
488,110763.0,558,,,15139.0,
489,114906.0,562,,,11446.0,
490,107002.0,563,,,51980.0,
491,109403.0,564,,,24405.0,
492,107315.0,567,,,8223.0,
493,106408.0,568,,,14587.0,
494,110363.0,569,,,31504.0,
495,107225.0,573,,,23637.0,
496,111252.0,574,,,17600.0,
497,110366.0,575,,,10897.0,
498,109120.0,577,,,21352.0,
499,108059.0,579,,,68806.0,
500,110892.0,580,,,37345.0,
501,112651.0,581,,,32562.0,
502,109382.0,583,,,25403.0,
503,112572.0,585,,,9066.0,
504,99785.0,586,,,771.0,
505,99653.0,587,,,251.0,
506,103639.0,588,,,812.0,
507,103064.0,589,,,280.0,
508,99348.0,590,,,581.0,
509,96895.0,592,,,268.0,
510,102926.0,593,,,274.0,
511,29583.0,594,,,408.0,
512,101414.0,595,,,10020.0,
513,32910.0,596,,,10895.0,
514,100405.0,597,,,114.0,
515,65214.0,599,,,576.0,
516,110395.0,600,,,15477.0,
517,109934.0,602,,,124472.0,
518,117247.0,605,,,7300.0,
519,112625.0,606,,,10824.0,
520,116282.0,608,,,275.0,
521,116552.0,609,,,25059.0,
522,82509.0,610,,,11827.0,
523,116514.0,611,,,8766.0,
524,117283.0,612,,,23570.0,
525,116684.0,613,,,47333.0,
526,70506.0,615,,,51242.0,
527,65421.0,616,,,10112.0,
528,113083.0,617,,,4307.0,
529,118001.0,618,,,46029.0,
530,116165.0,619,,,32308.0,
531,117891.0,626,,,28121.0,
532,113613.0,627,,,12520.0,
533,117381.0,628,,,1592.0,
534,115509.0,631,,,19042.0,
535,114671.0,632,,,38884.0,
536,112844.0,633,,,47449.0,
537,114658.0,634,,,36259.0,
538,116275.0,635,,,41852.0,
539,113122.0,636,,,40926.0,
540,117608.0,637,,,9099.0,
541,113448.0,638,,,2021.0,
542,116414.0,639,,,61752.0,
543,116095.0,640,,,10988.0,
544,113947.0,645,,,12652.0,
545,115956.0,647,,,10684.0,
546,117060.0,648,,,954.0,
547,109028.0,649,,,68445.0,
548,117071.0,650,,,18989.0,
549,116136.0,653,,,8840.0,
550,116168.0,656,,,11107.0,
551,116683.0,661,,,10539.0,
552,116287.0,662,,,10543.0,
553,116768.0,663,,,18414.0,
554,114787.0,665,,,11902.0,
555,112536.0,667,,,25087.0,
556,48473.0,668,,,5801.0,
557,52572.0,670,,,896.0,
558,117128.0,671,,,3065.0,
559,117705.0,673,,,2300.0,
560,62711.0,674,,,8069.0,
561,108181.0,678,,,27768.0,
562,114307.0,679,,,221917.0,
563,58898.0,680,,,8072.0,
564,113443.0,685,,,33245.0,
565,114048.0,688,,,27281.0,
566,117104.0,691,,,40001.0,
567,117688.0,692,,,29621.0,
568,117774.0,694,,,20762.0,
569,114736.0,695,,,37144.0,
570,116289.0,697,,,12656.0,
571,109593.0,698,,,38867.0,
572,112368.0,700,,,25969.0,
573,115742.0,703,,,43634.0,
574,117420.0,704,,,9103.0,
575,117784.0,706,,,29649.0,
576,117107.0,707,,,10990.0,
577,117979.0,708,,,8866.0,
578,95776.0,709,,,12233.0,
579,115851.0,710,,,23449.0,
580,116322.0,711,,,36355.0,
581,112817.0,714,,,922.0,
582,113362.0,715,,,11876.0,
583,108500.0,718,,,11687.0,
584,117108.0,719,,,9304.0,
585,118114.0,720,,,503475.0,
586,113270.0,722,,,73183.0,
587,115963.0,724,,,9100.0,
588,116448.0,725,,,20759.0,
589,116827.0,726,,,46063.0,
590,112701.0,728,,,32513.0,
591,116508.0,731,,,36915.0,
592,117500.0,733,,,9802.0,
593,109592.0,735,,,21588.0,
594,117998.0,736,,,664.0,
595,115624.0,737,,,11867.0,
596,113568.0,741,,,9323.0,
597,117894.0,742,,,10280.0,
598,117723.0,743,,,10535.0,
599,112691.0,745,,,532.0,
600,117768.0,747,,,16299.0,
601,115571.0,748,,,10547.0,
602,57012.0,750,,,935.0,
603,109688.0,757,,,40751.0,
604,110480.0,759,,,85778.0,
605,108211.0,760,,,11101.0,
606,117331.0,761,,,9826.0,
607,117765.0,762,,,9879.0,
608,113280.0,764,,,22621.0,
609,116669.0,765,,,7095.0,
610,116594.0,766,,,26890.0,
611,70820.0,773,,,77771.0,
612,63715.0,775,,,41225.0,
613,117951.0,778,,,627.0,
614,118523.0,779,,,32872.0,
615,116629.0,780,,,602.0,
616,117737.0,781,,,14553.0,
617,116277.0,782,,,9566.0,
618,116583.0,783,,,10545.0,
619,115798.0,784,,,9894.0,
620,116778.0,785,,,11543.0,
621,116213.0,786,,,9268.0,
622,117218.0,788,,,9327.0,
623,111546.0,790,,,81949.0,
624,113610.0,791,,,,
625,111237.0,795,,,44535.0,
626,116040.0,798,,,11228.0,
627,116365.0,799,,,10779.0,
628,116905.0,800,,,26748.0,
629,116493.0,801,,,38223.0,
630,117333.0,802,,,9294.0,
631,118113.0,803,,,49963.0,
632,117628.0,804,,,11363.0,
633,117913.0,805,,,1645.0,
634,115530.0,806,,,31546.0,
635,115493.0,808,,,36344.0,
636,116320.0,809,,,18550.0,
637,116756.0,810,,,11511.0,
638,116823.0,813,,,34170.0,
639,118073.0,818,,,12606.0,
640,61495.0,823,,,4837.0,
641,110246.0,824,,,12632.0,
642,115472.0,828,,,18975.0,
643,116707.0,829,,,11962.0,
644,116313.0,830,,,2925.0,
645,117438.0,832,,,3595.0,
646,116531.0,833,,,9308.0,
647,116353.0,835,,,18555.0,
648,115857.0,836,,,12123.0,
649,117008.0,837,,,10830.0,
650,116191.0,838,,,3573.0,
651,115986.0,839,,,10546.0,
652,116571.0,840,,,18862.0,
653,53459.0,841,,,31417.0,
654,117826.0,842,,,9431.0,
655,117718.0,848,,,47907.0,
656,116225.0,849,,,10061.0,
657,115632.0,851,,,549.0,
658,117918.0,852,,,10478.0,
659,68646.0,858,,,238.0,
660,104558.0,861,,,11134.0,
661,115736.0,866,,,9303.0,
662,115836.0,867,,,23945.0,
663,116745.0,869,,,22479.0,
664,119214.0,870,,,9054.0,
665,110693.0,875,,,410921.0,
666,106544.0,876,,,38955.0,
667,120004.0,879,,,11015.0,
668,116654.0,880,,,9306.0,
669,116311.0,881,,,12559.0,
670,117965.0,882,,,58770.0,
671,115725.0,885,,,3587.0,
672,115783.0,886,,,10723.0,
673,113596.0,888,,,19004.0,
674,109001.0,889,,,101230.0,
675,113253.0,891,,,10987.0,
676,117991.0,892,,,44705.0,
677,117093.0,893,,,20318.0,
678,111019.0,896,,,26933.0,
679,35896.0,897,,,27854.0,
680,32904.0,898,,,981.0,
681,45152.0,899,,,872.0,
682,43278.0,900,,,2769.0,
683,50419.0,901,,,13320.0,
684,54698.0,902,,,164.0,
685,52357.0,903,,,426.0,
686,47396.0,904,,,567.0,
687,25316.0,905,,,3078.0,
688,36855.0,906,,,13528.0,
689,25164.0,907,,,28288.0,
690,53125.0,908,,,213.0,
691,53604.0,909,,,284.0,
692,53291.0,910,,,239.0,
693,56923.0,911,,,4808.0,
694,34583.0,912,,,289.0,
695,33870.0,913,,,963.0,
696,58385.0,914,,,11113.0,
697,47437.0,915,,,6620.0,
698,46250.0,916,,,804.0,
699,31580.0,917,,,26531.0,
700,37059.0,918,,,909.0,
701,32138.0,919,,,630.0,
702,31381.0,920,,,770.0,
703,84370.0,921,,,31044.0,
704,43014.0,922,,,599.0,
705,33467.0,923,,,15.0,
706,62622.0,924,,,62.0,
707,42192.0,926,,,705.0,
708,32143.0,927,,,22490.0,
709,32976.0,928,,,223.0,
710,32484.0,929,,,25670.0,
711,38787.0,930,,,303.0,
712,38109.0,931,,,4174.0,
713,50105.0,932,,,8356.0,
714,48728.0,933,,,381.0,
715,42451.0,934,,,20758.0,
716,45537.0,935,,,29376.0,
717,31725.0,936,,,1859.0,
718,50658.0,937,,,18299.0,
719,51658.0,938,,,17281.0,
720,29843.0,940,,,10907.0,
721,32762.0,941,,,32093.0,
722,37008.0,942,,,1939.0,
723,39420.0,943,,,22292.0,
724,29162.0,944,,,3598.0,
725,27125.0,945,,,3080.0,
726,35446.0,946,,,198.0,
727,28010.0,947,,,13562.0,
728,49261.0,948,,,1712.0,
729,48028.0,949,,,220.0,
730,25878.0,950,,,3529.0,
731,32599.0,951,,,3085.0,
732,48960.0,952,,,2897.0,
733,38650.0,953,,,1585.0,
734,31679.0,954,,,3083.0,
735,29947.0,955,,,900.0,
736,34012.0,956,,,43795.0,
737,25586.0,959,,,43905.0,
738,27893.0,961,,,23114.0,
739,41509.0,963,,,40206.0,
740,26029.0,965,,,260.0,
741,63350.0,968,,,10331.0,
742,43265.0,969,,,488.0,
743,46414.0,970,,,22733.0,
744,51459.0,971,,,261.0,
745,33891.0,973,,,32574.0,
746,22879.0,976,,,22649.0,
747,114007.0,979,,,125587.0,
748,118927.0,981,,,52855.0,
749,48491.0,982,,,39940.0,
750,117357.0,984,,,85328.0,
751,116329.0,986,,,11076.0,
752,118742.0,987,,,63945.0,
753,116442.0,988,,,58985.0,
754,117011.0,990,,,10861.0,
755,117039.0,991,,,1770.0,
756,116635.0,993,,,2033.0,
757,115678.0,994,,,18203.0,
758,116830.0,996,,,9333.0,
759,117603.0,998,,,9400.0,
760,115438.0,999,,,9401.0,
761,116259.0,1003,,,11306.0,
762,116421.0,1004,,,9625.0,
763,116000.0,1005,,,10680.0,
764,115862.0,1006,,,6346.0,
765,72653.0,1007,,,18660.0,
766,47977.0,1008,,,35115.0,
767,72951.0,1009,,,14821.0,
768,64603.0,1010,,,14136.0,
769,71607.0,1011,,,10869.0,
770,50798.0,1012,,,22660.0,
771,55277.0,1013,,,19186.0,
772,54195.0,1014,,,31102.0,
773,107131.0,1015,,,6878.0,
774,53271.0,1016,,,15944.0,
775,54357.0,1017,,,18444.0,
776,59793.0,1018,,,20723.0,
777,46672.0,1019,,,173.0,
778,106611.0,1020,,,864.0,
779,109127.0,1021,,,24795.0,
780,42332.0,1022,,,11224.0,
781,63819.0,1023,,,81310.0,
782,38166.0,1024,,,15947.0,
783,57546.0,1025,,,9078.0,
784,102798.0,1027,,,8367.0,
785,58331.0,1028,,,433.0,
786,33563.0,1029,,,11360.0,
787,76538.0,1030,,,11114.0,
788,66817.0,1031,,,12335.0,
789,43274.0,1032,,,12092.0,
790,82406.0,1033,,,10948.0,
791,116361.0,1034,,,11229.0,
792,59742.0,1035,,,15121.0,
793,95016.0,1036,,,562.0,
794,104692.0,1037,,,10163.0,
795,117582.0,1040,,,47199.0,
796,117589.0,1041,,,11159.0,
797,117887.0,1042,,,9591.0,
798,117924.0,1043,,,30500.0,
799,115640.0,1046,,,10938.0,
800,116908.0,1047,,,11412.0,
801,116409.0,1049,,,10586.0,
802,116913.0,1050,,,42314.0,
803,117958.0,1051,,,27845.0,
804,117202.0,1053,,,23223.0,
805,116404.0,1054,,,49471.0,
806,120107.0,1055,,,38153.0,
807,116722.0,1056,,,25147.0,
808,116242.0,1057,,,9716.0,
809,117509.0,1059,,,454.0,
810,117802.0,1060,,,10218.0,
811,117665.0,1061,,,819.0,
812,115491.0,1064,,,11238.0,
813,29546.0,1066,,,31530.0,
814,39286.0,1068,,,28120.0,
815,67992.0,1073,,,252.0,
816,55018.0,1076,,,16372.0,
817,70707.0,1077,,,11561.0,
818,66808.0,1078,,,11302.0,
819,95159.0,1079,,,623.0,
820,79470.0,1080,,,583.0,
821,84865.0,1081,,,12614.0,
822,68334.0,1082,,,21711.0,
